time_stamp	px_state	py_state	v_state	yaw_state	yaw_rate_state	sensor type	NIS
1477010460200000	-18.9051	-9.46701	4.90729	3.03642	-0.419336	0	0.263593
1477010460250000	-19.1349	-9.43009	4.90297	3.01653	-0.40936	1	3.93747
1477010460300000	-19.3827	-9.30251	4.939	2.9476	-0.474463	0	2.99802
1477010460350000	-19.6175	-9.22105	4.92333	2.89848	-0.52527	1	1.02465
1477010460400000	-19.8691	-9.09349	4.96765	2.83966	-0.567685	0	1.12049
1477010460450000	-20.1079	-8.98996	4.98884	2.80195	-0.573188	1	4.8661
1477010460500000	-20.2779	-9.13546	4.78987	2.88261	-0.437388	0	15.1481
1477010460550000	-20.5163	-9.09682	4.79623	2.87816	-0.406206	1	1.5302
1477010460600000	-20.7381	-8.99858	4.80222	2.84107	-0.428318	0	0.735916
1477010460650000	-20.9799	-8.91696	4.81898	2.81302	-0.44306	1	2.45972
1477010460700000	-21.1759	-8.84944	4.77074	2.79458	-0.439585	0	1.30082
1477010460750000	-21.4089	-8.76072	4.77857	2.76537	-0.458753	1	1.91603
1477010460800000	-21.6012	-8.73977	4.69762	2.77283	-0.420911	0	1.73792
1477010460850000	-21.7925	-8.58887	4.66791	2.69438	-0.539087	1	6.35674
1477010460900000	-21.9945	-8.5131	4.6403	2.67995	-0.523359	0	0.235054
1477010460950000	-22.2046	-8.40842	4.65879	2.66664	-0.485805	1	2.09586
1477010461000000	-22.4356	-8.3103	4.68303	2.65099	-0.473759	0	1.24688
1477010461050000	-22.6268	-8.19285	4.66273	2.61722	-0.497659	1	0.849759
1477010461100000	-22.8637	-7.94502	4.81107	2.54015	-0.559878	0	5.72812
1477010461150000	-23.0549	-7.79152	4.80131	2.48537	-0.628718	1	3.10196
1477010461200000	-23.281	-7.6133	4.87261	2.44894	-0.631823	0	2.21856
1477010461250000	-23.4832	-7.47806	4.88598	2.45298	-0.545804	1	2.12312
1477010461300000	-23.6483	-7.33492	4.84804	2.42703	-0.546044	0	0.660688
1477010461350000	-23.8405	-7.17527	4.86504	2.41055	-0.517546	1	0.95497
1477010461400000	-24.0019	-7.0851	4.77002	2.40852	-0.492754	0	2.19878
1477010461450000	-24.1692	-6.90155	4.77971	2.36737	-0.525352	1	1.92805
1477010461500000	-24.3298	-6.64771	4.86218	2.30872	-0.562064	0	3.06426
1477010461550000	-24.4973	-6.47052	4.859	2.2741	-0.589357	1	3.44808
1477010461600000	-24.5944	-6.33181	4.74664	2.24617	-0.592481	0	5.30776
1477010461650000	-24.7359	-6.14285	4.74575	2.21698	-0.588033	1	0.300567
1477010461700000	-24.9185	-5.93927	4.8007	2.19571	-0.575546	0	2.76117
1477010461750000	-25.0499	-5.73427	4.8073	2.16718	-0.566042	1	1.84035
1477010461800000	-25.1827	-5.56401	4.77044	2.14801	-0.556608	0	0.396143
1477010461850000	-25.3373	-5.37903	4.77822	2.14863	-0.491576	1	1.27667
1477010461900000	-25.4825	-5.15596	4.82035	2.12349	-0.490513	0	0.597341
1477010461950000	-25.6144	-4.97883	4.79431	2.12568	-0.426922	1	6.0883
1477010462000000	-25.7306	-4.80867	4.74252	2.11094	-0.420737	0	0.579379
1477010462050000	-25.8504	-4.6027	4.74556	2.09174	-0.414106	1	0.123347
1477010462100000	-25.9645	-4.36057	4.79152	2.06168	-0.424195	0	0.548206
1477010462150000	-26.0711	-4.13832	4.79182	2.00504	-0.530382	1	11.4545
1477010462200000	-26.1619	-3.85393	4.87714	1.96072	-0.549626	0	1.99669
1477010462250000	-26.2349	-3.6154	4.88028	1.90022	-0.638973	1	3.2709
1477010462300000	-26.2606	-3.34739	4.90033	1.84392	-0.667393	0	4.26419
1477010462350000	-26.3113	-3.10394	4.90427	1.79736	-0.699035	1	0.20921
1477010462400000	-26.3321	-2.86835	4.88239	1.75244	-0.711924	0	1.32628
1477010462450000	-26.3928	-2.64349	4.86679	1.73727	-0.667028	1	1.68438
1477010462500000	-26.4676	-2.48965	4.75653	1.729	-0.64428	0	5.95839
1477010462550000	-26.525	-2.25457	4.76324	1.71984	-0.587252	1	1.21758
1477010462600000	-26.5745	-2.05843	4.71052	1.70113	-0.577588	0	1.26133
1477010462650000	-26.6066	-1.82153	4.71444	1.6873	-0.531544	1	2.01565
1477010462700000	-26.6047	-1.5733	4.72725	1.64959	-0.544177	0	1.10276
1477010462750000	-26.6008	-1.34414	4.71491	1.60321	-0.592704	1	1.65797
1477010462800000	-26.6041	-1.11743	4.70122	1.57379	-0.593016	0	0.0394448
1477010462850000	-26.6343	-0.892651	4.69086	1.56193	-0.563381	1	5.19906
1477010462900000	-26.6461	-0.642068	4.71898	1.53986	-0.554991	0	0.554078
1477010462950000	-26.6327	-0.401296	4.7318	1.49742	-0.599688	1	2.24545
1477010463000000	-26.5868	-0.107745	4.8192	1.45668	-0.609085	0	2.60249
1477010463050000	-26.5678	0.13109	4.82207	1.42722	-0.615741	1	2.74851
1477010463100000	-26.5443	0.422584	4.90545	1.4028	-0.604801	0	1.71492
1477010463150000	-26.5334	0.661765	4.89424	1.40028	-0.542249	1	1.78745
1477010463200000	-26.5274	0.943244	4.95606	1.38963	-0.520527	0	2.98914
1477010463250000	-26.4897	1.20423	4.97351	1.38914	-0.445787	1	6.73376
1477010463300000	-26.4351	1.44142	4.96388	1.36385	-0.449575	0	0.0927146
1477010463350000	-26.395	1.66144	4.92493	1.35189	-0.424318	1	8.14333
1477010463400000	-26.3426	1.87305	4.88131	1.33026	-0.425938	0	0.398469
1477010463450000	-26.2725	2.10409	4.87922	1.29643	-0.459005	1	0.398331
1477010463500000	-26.2119	2.29811	4.81647	1.27345	-0.460484	0	0.850304
1477010463550000	-26.1485	2.52689	4.80762	1.26416	-0.422984	1	0.540818
1477010463600000	-26.0718	2.76861	4.82865	1.24362	-0.421768	0	0.0918508
1477010463650000	-25.9745	2.9902	4.83798	1.19135	-0.509043	1	3.17434
1477010463700000	-25.8731	3.26745	4.92224	1.16861	-0.503741	0	1.48227
1477010463750000	-25.79	3.49725	4.925	1.14813	-0.501932	1	2.10889
1477010463800000	-25.6838	3.69834	4.89305	1.11914	-0.507495	0	0.254866
1477010463850000	-25.5669	3.90594	4.88216	1.08634	-0.52318	1	1.13477
1477010463900000	-25.4995	4.08633	4.8103	1.07232	-0.511049	0	3.7797
1477010463950000	-25.3764	4.28822	4.8026	1.04232	-0.519034	1	0.60445
1477010464000000	-25.2155	4.50494	4.83762	1.00519	-0.531273	0	2.0311
1477010464050000	-25.0658	4.70217	4.82671	0.985567	-0.493743	1	9.03119
1477010464100000	-24.9473	4.89614	4.80927	0.965686	-0.488578	0	0.428126
1477010464150000	-24.7911	5.08689	4.81077	0.935813	-0.491774	1	2.3197
1477010464200000	-24.6228	5.29995	4.85525	0.908121	-0.493932	0	0.924764
1477010464250000	-24.4505	5.47567	4.86486	0.859076	-0.552328	1	0.848294
1477010464300000	-24.2623	5.6473	4.86983	0.82011	-0.565865	0	1.20137
1477010464350000	-24.0972	5.80711	4.85485	0.781859	-0.592947	1	3.07641
1477010464400000	-23.922	5.96696	4.84428	0.74962	-0.59656	0	0.0348841
1477010464450000	-23.7798	6.15822	4.80434	0.773465	-0.461913	1	4.90875
1477010464500000	-23.6132	6.31431	4.78646	0.749515	-0.463757	0	0.0955091
1477010464550000	-23.464	6.49202	4.76837	0.75211	-0.407378	1	1.61954
1477010464600000	-23.2413	6.71529	4.88598	0.737788	-0.395603	0	4.22544
1477010464650000	-23.0445	6.85747	4.86977	0.7112	-0.396527	1	5.49658
1477010464700000	-22.8326	7.03081	4.9132	0.689384	-0.397691	0	1.01665
1477010464750000	-22.619	7.16388	4.9211	0.646926	-0.44404	1	1.71231
1477010464800000	-22.4351	7.30966	4.90761	0.628234	-0.44016	0	0.284266
1477010464850000	-22.2049	7.43181	4.94845	0.567775	-0.534958	1	2.65876
1477010464900000	-22.0236	7.59472	4.95559	0.55952	-0.512176	0	2.10978
1477010464950000	-21.8397	7.76969	4.94755	0.57631	-0.420668	1	5.65648
1477010465000000	-21.6329	7.91261	4.95685	0.559441	-0.415188	0	0.0561865
1477010465050000	-21.4413	8.04942	4.93642	0.551214	-0.389549	1	1.53973
1477010465100000	-21.2163	8.08247	4.85443	0.493447	-0.439335	0	4.67214
1477010465150000	-21.0238	8.24455	4.83793	0.520848	-0.326262	1	5.80602
1477010465200000	-20.8474	8.39831	4.83487	0.52537	-0.300051	0	2.89473
1477010465250000	-20.6044	8.50526	4.88421	0.480652	-0.371255	1	4.7764
1477010465300000	-20.3561	8.64259	4.94481	0.466287	-0.364734	0	1.30126
1477010465350000	-20.156	8.77936	4.91982	0.481005	-0.289016	1	1.39204
1477010465400000	-19.9588	8.88038	4.88468	0.466123	-0.290218	0	0.598121
1477010465450000	-19.7571	9.00481	4.86092	0.474737	-0.235453	1	0.934234
1477010465500000	-19.537	9.07471	4.82899	0.446258	-0.256721	0	0.834358
1477010465550000	-19.2948	9.1811	4.87481	0.420769	-0.290982	1	4.59706
1477010465600000	-19.0102	9.26964	4.94077	0.391625	-0.308262	0	6.09726
1477010465650000	-18.7917	9.35348	4.92717	0.370156	-0.324304	1	1.72757
1477010465700000	-18.5375	9.45425	4.96804	0.355683	-0.321396	0	0.710205
1477010465750000	-18.2719	9.47891	4.99679	0.285246	-0.436552	1	5.88644
1477010465800000	-17.9802	9.60837	5.11029	0.282329	-0.410187	0	3.29128
1477010465850000	-17.7347	9.70393	5.10101	0.290177	-0.341145	1	2.93143
1477010465900000	-17.46	9.81211	5.16683	0.28557	-0.323599	0	1.08367
1477010465950000	-17.2114	9.88938	5.17537	0.270188	-0.326254	1	0.433455
1477010466000000	-16.9396	10.0138	5.24438	0.276181	-0.296524	0	1.27129
1477010466050000	-16.6837	10.0813	5.24897	0.259129	-0.301146	1	0.0623928
1477010466100000	-16.4363	10.188	5.26823	0.262265	-0.278046	0	1.17392
1477010466150000	-16.1784	10.2563	5.28123	0.244012	-0.292864	1	0.522869
1477010466200000	-15.9441	10.2765	5.2249	0.213776	-0.313072	0	0.77964
1477010466250000	-15.6952	10.3448	5.21377	0.211892	-0.28182	1	0.270607
1477010466300000	-15.4751	10.3334	5.12749	0.173145	-0.314236	0	1.86378
1477010466350000	-15.1813	10.3524	5.20552	0.124794	-0.394091	1	7.59731
1477010466400000	-14.9202	10.4063	5.22275	0.115252	-0.380702	0	0.272688
1477010466450000	-14.6755	10.4472	5.16067	0.128318	-0.289498	1	6.71291
1477010466500000	-14.4336	10.4087	5.10595	0.0835274	-0.330277	0	2.14032
1477010466550000	-14.1731	10.4352	5.11079	0.0737043	-0.314065	1	0.582185
1477010466600000	-13.8659	10.5929	5.24806	0.120254	-0.228693	0	7.77192
1477010466650000	-13.6065	10.6622	5.23479	0.145263	-0.145482	1	1.68683
1477010466700000	-13.3587	10.659	5.2013	0.120364	-0.168721	0	0.70294
1477010466750000	-13.0943	10.6837	5.21559	0.104395	-0.187718	1	0.274727
1477010466800000	-12.8394	10.7808	5.24061	0.12622	-0.147736	0	3.71375
1477010466850000	-12.5719	10.8337	5.25669	0.130631	-0.127049	1	1.19783
1477010466900000	-12.3394	10.7973	5.18664	0.0949971	-0.163949	0	2.24338
1477010466950000	-12.0798	10.8372	5.18476	0.101311	-0.130797	1	0.377697
1477010467000000	-11.8341	10.9023	5.18452	0.112043	-0.108927	0	1.85797
1477010467050000	-11.5558	10.922	5.21583	0.0987053	-0.126028	1	2.70678
1477010467100000	-11.3282	10.9355	5.16559	0.088251	-0.131122	0	0.889939
1477010467150000	-11.0659	10.8592	5.19557	-0.00717542	-0.335304	1	9.75086
1477010467200000	-10.776	10.8271	5.22914	-0.0361102	-0.350277	0	2.71488
1477010467250000	-10.5218	10.8237	5.21484	-0.0460989	-0.332798	1	0.243831
1477010467300000	-10.2887	10.8151	5.17726	-0.0607909	-0.330977	0	1.02197
1477010467350000	-10.0376	10.8771	5.12694	-0.00686774	-0.169979	1	6.91831
1477010467400000	-9.77698	10.9255	5.14821	0.00741817	-0.139619	0	1.94238
1477010467450000	-9.54527	10.9056	5.10282	-0.00790613	-0.147827	1	4.02338
1477010467500000	-9.28515	10.9323	5.11869	-0.00232347	-0.131124	0	0.616676
1477010467550000	-9.03836	10.9127	5.09459	-0.0124171	-0.126707	1	2.63509
1477010467600000	-8.77471	10.945	5.11775	-0.00302073	-0.106864	0	0.906962
1477010467650000	-8.53449	10.9006	5.08421	-0.0276179	-0.131695	1	6.53473
1477010467700000	-8.36773	10.8208	4.93645	-0.0670334	-0.17215	0	5.5217
1477010467750000	-8.1149	10.8356	4.93861	-0.0510194	-0.120487	1	1.32339
1477010467800000	-7.78235	10.882	5.08083	-0.0282257	-0.0835916	0	5.01002
1477010467850000	-7.51839	10.8836	5.08565	-0.0166121	-0.0415196	1	1.8052
1477010467900000	-7.24464	10.8721	5.11376	-0.0211075	-0.0446876	0	0.58737
1477010467950000	-7.00336	10.9076	5.08125	0.0138847	0.0411556	1	3.00406
